,journalName
94580,Proceedings of the 1st ACM SIGCAS Conference on Computing and Sustainable Societies
1483566,Proceedings of the 2016 ACM Conference on Designing Interactive Systems
2018067,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
752733,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
1612972,SIGMOD Rec.
72879,Proceedings of the 16th International Symposium on Open Collaboration
1154224,Proceedings of the 18th ACM Conference Companion on Computer Supported Cooperative Work & Social Computing
400561,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
7349,Proceedings of the 25th International Conference on World Wide Web
2669712,Comput. Networks
2661557,"Sensors (Basel, Switzerland)"
776179,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
1722342,Journal of the American Medical Informatics Association : JAMIA
965041,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing
2045971,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
761014,Auton. Robots
2280474,The International Journal of Robotics Research
2291306,Robotics: Science and Systems XV
80930,2018 13th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
936154,Science Robotics
614491,2017 12th ACM/IEEE International Conference on Human-Robot Interaction (HRI
2369229,2019 International Conference on Robotics and Automation (ICRA)
1662245,2018 13th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2249355,2019 International Conference on Robotics and Automation (ICRA)
2399416,User Modeling and User-Adapted Interaction
2270429,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
537224,2016 IEEE 16th International Conference on Advanced Learning Technologies (ICALT)
1861053,Comput. Educ.
1023173,2013 IEEE Global Communications Conference (GLOBECOM)
2661573,2014 IEEE International Conference on Robotics and Automation (ICRA)
1533658,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems
1989229,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems
2172120,The International Journal of Robotics Research
2321942,2013 IEEE International Conference on Robotics and Automation
1842376,ArXiv
138453,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
618211,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
838059,Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work Companion
937831,Proceedings of the first ACM SIGCHI annual symposium on Computer-human interaction in play
547469,Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work
2420905,Proceedings of the 2016 Annual Symposium on Computer-Human Interaction in Play
191620,Proceedings of the 2013 ACM international joint conference on Pervasive and ubiquitous computing
1875174,Computational Intelligence and Neuroscience
2464999,MIS Q.
597225,Adjunct Publication of the 30th Annual ACM Symposium on User Interface Software and Technology
466152,Conference Companion Publication of the 2020 on Computer Supported Cooperative Work and Social Computing
204011,Proceedings of the ACM 2011 conference on Computer supported cooperative work
367852,Proceedings of the International Symposium of Human Factors and Ergonomics in Healthcare
1435793,International Journal of Industrial Ergonomics
2584881,Applied clinical informatics
1596933,Proceedings of the 2014 conference on Designing interactive systems
1038044,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems
1893052,"Proceedings of the TEI '16: Tenth International Conference on Tangible, Embedded, and Embodied Interaction"
859374,Proceedings of the 2017 ACM Conference Companion Publication on Designing Interactive Systems
859367,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
1730945,Proc. VLDB Endow.
2137329,Extreme Mechanics Letters
57071,Proceedings of the National Academy of Sciences of the United States of America
171250,2020 29th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN)
1036821,2018 13th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
1876545,2020 IEEE International Conference on Robotics and Automation (ICRA)
433395,Proceedings of the 28th Australian Conference on Computer-Human Interaction
351327,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
859381,Proceedings of the 2018 Conference of the ACM Special Interest Group on Data Communication
1776888,Proceedings of the Fifth Annual ACM Conference on Learning at Scale
812312,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work & Social Computing
171259,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1059372,2012 6th International Conference on Pervasive Computing Technologies for Healthcare (PervasiveHealth) and Workshops
173662,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2366716,2013 8th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2465022,2012 IEEE Haptics Symposium (HAPTICS)
1252622,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
7438,IEEE Transactions on Autonomous Mental Development
2217613,IEEE Transactions on Autonomous Mental Development
2215544,IEEE Transactions on Pattern Analysis and Machine Intelligence
826641,Int. J. Multim. Intell. Secur.
1449238,Data Mining and Knowledge Discovery
2407261,IEEE Transactions on Neural Networks
1456706,Journal of open source software
1187096,J. Comput. Appl. Math.
284007,Mathematical Methods of Operations Research
957724,CHI '13 Extended Abstracts on Human Factors in Computing Systems
269597,Multimedia Tools and Applications
866622,Proceedings of the 21st International Conference on Web3D Technology
1034783,2017 9th International Conference on Virtual Worlds and Games for Serious Applications (VS-Games)
1929769,Proceedings of the 22nd International Conference on 3D Web Technology
1645855,CHI '13 Extended Abstracts on Human Factors in Computing Systems
275469,Proceedings of the first ACM SIGCHI annual symposium on Computer-human interaction in play
1367982,"Proceedings of the 8th Nordic Conference on Human-Computer Interaction: Fun, Fast, Foundational"
1154338,BMC Bioinformatics
1550858,CHI '11 Extended Abstracts on Human Factors in Computing Systems
1580324,IEEE Transactions on Multimedia
1678629,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
957737,Proceedings of the 8th International Conference on Learning Analytics and Knowledge
976865,Personal and Ubiquitous Computing
774757,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1107826,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services
1024623,Personal and Ubiquitous Computing
662828,eGEMs
1527615,American Journal of Medical Genetics. Part a
319533,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing
2144095,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing
1613111,22nd International Conference on Human-Computer Interaction with Mobile Devices and Services
770730,IEEE Transactions on Pattern Analysis and Machine Intelligence
2172543,Proceedings of the 30th Annual ACM Symposium on User Interface Software and Technology
236855,2020 31st Annual SEMI Advanced Semiconductor Manufacturing Conference (ASMC)
679708,IEEE Transactions on Automation Science and Engineering
1383738,Proceedings of the 31st Australian Conference on Human-Computer-Interaction
1666863,ACM Transactions on Computer-Human Interaction (TOCHI)
236860,Int. J. Mob. Hum. Comput. Interact.
1267994,Proceedings of the ACM on Human-Computer Interaction
471739,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2628928,Proceedings of the 2018 Annual Symposium on Computer-Human Interaction in Play Companion Extended Abstracts
2055004,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
2055196,Comput.
1318211,Proceedings of the 12th International Conference on Mobile and Ubiquitous Multimedia
793924,Proceedings of the 2014 conference on Interaction design and children
158549,Int. J. Arts Technol.
471796,Proceedings of the 2013 ACM conference on Pervasive and ubiquitous computing adjunct publication
1613136,2012 Annual International Conference of the IEEE Engineering in Medicine and Biology Society
843363,IEEE Transactions on Biomedical Engineering
1580368,Personal and Ubiquitous Computing
317679,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
732126,Proceedings of the 2016 ACM Conference on Designing Interactive Systems
1952198,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers
2385523,Proceedings of the 5th ACM International Symposium on Pervasive Displays
2104665,The 23rd IEEE International Symposium on Robot and Human Interactive Communication
2249540,International Journal of Social Robotics
700912,2013 8th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
1318236,CHI '14 Extended Abstracts on Human Factors in Computing Systems
1351011,Medical Image Analysis
2156879,Medical Image Analysis
1908072,2014 IEEE Symposium on Security and Privacy
1973610,Proceedings of the Twelfth European Conference on Computer Systems
1341250,Proceedings of the Seventh ACM Symposium on Cloud Computing
786409,IEEE Transactions on Big Data
1940849,Proceedings of the ACM on Human-Computer Interaction
159745,Proceedings of the ACM on Human-Computer Interaction
1613170,Personal and Ubiquitous Computing
1285490,Journal of structural biology
2628980,Proceedings of the 2019 on Designing Interactive Systems Conference
302456,2013 IEEE Conference on Technologies for Practical Robot Applications (TePRA)
1252732,2018 23rd Asia and South Pacific Design Automation Conference (ASP-DAC)
1330701,IEEE Security & Privacy
997244,Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining
